Ano,Trimestre,Mês,Dia,DIVIDA_ATUAL,ID_CONTA,NU_DIAS_ATRASO,Questão 2 - Base 2.QTD_PARCELAMENTO_12M,Questão 2 - Base 2.QTD_PARCELAMENTO_3M,Questão 2 - Base 2.QTD_PARCELAMENTO_6M,Questão 2 - Base 3.LIMITE,Questão 2 - Base 5.QTD_ACIONAMENTO_1M,Questão 2 - Base 5.QTD_ACIONAMENTO_10D,Questão 2 - Base 5.QTD_ACIONAMENTO_3M,Questão 2 - Base 5.QTD_ACIONAMENTO_6M,Questão 2 - Base 5.QTD_CP_10D,Questão 2 - Base 5.QTD_CP_1M,Questão 2 - Base 5.QTD_CP_3M,Questão 2 - Base 5.QTD_CP_6M,Questão 2 - Base 5.QTD_CPC_10D,Questão 2 - Base 5.QTD_CPC_1M,Questão 2 - Base 5.QTD_CPC_3M,Questão 2 - Base 5.QTD_CPC_6M,RESPOSTA,RESPOSTA - Copiar,VALOR_CRELIQ
2018,Trim 4,novembro,22,27596.32,941535,1808,0,0,0,10560,80,44,104,240,0,0,0,0,0,0,0,0,0,0,19117.2
2018,Trim 4,novembro,22,80190.81,941558,6939,0,0,0,25812,234,36,1539,3096,0,0,0,0,0,0,0,0,0,0,52305.75
2018,Trim 4,novembro,22,20827.36,941649,1688,0,0,0,15832,172,20,992,1332,0,0,0,0,0,0,0,0,0,0,14854.56
2018,Trim 4,novembro,22,1775.61,941663,311,0,0,0,758,21,8,71,79,0,0,0,0,0,0,0,0,0,0,1042.84
2018,Trim 4,novembro,22,139253.58,941736,6534,27,27,27,26919,405,144,1683,3339,0,0,18,18,0,0,9,27,0,0,93515.31
2018,Trim 4,novembro,22,8389.6,941938,2352,0,0,0,6312,44,16,156,272,0,0,0,0,0,0,0,0,0,0,5092.8
2018,Trim 4,novembro,22,127871.82,942002,6246,18,0,18,37602,135,9,504,846,0,0,0,0,0,0,0,0,0,0,70029.54
2018,Trim 4,novembro,22,107557.2,942144,5427,27,27,27,17037,90,27,1800,2484,0,0,0,9,0,0,0,18,0,0,78216.84
2018,Trim 4,novembro,22,28068.4,942302,2096,0,0,0,14024,40,8,136,380,0,0,4,12,0,0,4,4,0,0,18131.04
2018,Trim 4,novembro,22,1097.63,942433,301,0,0,0,517,,,,,,,,,,,,,0,0,657.3
2018,Trim 4,novembro,22,101592.9,942473,9234,0,0,0,51192,405,162,666,1287,36,45,90,171,0,0,0,0,0,0,56180.52
2018,Trim 4,novembro,22,31715.92,942523,1936,0,0,0,4336,84,36,516,1184,0,0,0,0,0,0,0,0,0,0,21298.8
2018,Trim 4,novembro,22,53698.95,942537,6102,54,27,54,45819,333,54,855,1593,0,9,90,162,0,0,0,0,0,0,37199.52
2018,Trim 4,novembro,22,5034.64,942617,2200,0,0,0,2160,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3171.04
2018,Trim 4,novembro,22,2621.97,942635,321,0,0,0,1093,18,9,18,18,0,0,0,0,0,0,0,0,0,0,1510.3
2018,Trim 4,novembro,22,17537.76,942710,2568,8,8,8,8312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10102.08
2018,Trim 4,novembro,22,8388.4,942891,2016,8,8,8,7592,96,12,320,404,0,0,12,12,0,0,0,0,0,0,5524.88
2018,Trim 4,novembro,22,54956.61,942955,7830,0,0,0,27972,288,90,648,1170,0,0,9,9,0,0,0,0,0,0,33620.67
2018,Trim 4,novembro,22,1970.15,942985,211,0,0,0,1308,46,6,430,538,0,0,0,0,0,0,0,0,0,0,1405.16
2018,Trim 4,novembro,22,182354.49,943010,5427,54,27,54,49140,459,117,2142,3609,9,18,36,90,0,0,27,54,0,0,132610.23
2018,Trim 4,novembro,22,94660.11,943040,7695,0,0,0,34938,432,126,1431,2457,0,0,0,0,0,0,0,0,0,0,58475.25
2018,Trim 4,novembro,22,12973.84,943106,2776,0,0,0,5504,60,16,332,1044,4,4,4,20,0,0,0,0,0,0,7105.2
2018,Trim 4,novembro,22,17817.28,943147,1688,16,16,16,9296,180,36,916,1144,0,0,0,0,0,0,0,0,0,0,12707.68
2018,Trim 4,novembro,22,40643.37,943195,5157,0,0,0,28404,387,27,1557,2763,0,0,0,9,0,0,0,0,0,0,30136.32
2018,Trim 4,novembro,22,6656.56,943249,2016,0,0,0,2696,72,4,800,1696,0,4,8,28,0,0,0,0,0,0,4384.16
2018,Trim 4,novembro,22,1866.16,943341,257,1,1,1,1052,4,1,20,25,0,0,0,0,0,0,0,0,0,0,1217.22
2018,Trim 4,novembro,22,59664.33,943455,5292,0,0,0,40608,405,72,1098,1863,0,0,27,36,0,0,0,0,0,0,43811.82
2018,Trim 4,novembro,22,1745.18,943493,231,1,1,1,892,,,,,,,,,,,,,0,0,1197.28
2018,Trim 4,novembro,22,14897.04,943535,2096,0,0,0,15192,36,4,112,148,0,0,0,0,0,0,0,0,0,0,9622.96
2018,Trim 4,novembro,22,134607.69,943670,7830,27,0,27,36909,531,63,2439,3456,0,9,27,45,0,0,0,0,0,0,82348.92
2018,Trim 4,novembro,22,2132.48,943977,352,2,1,2,1235,8,0,116,169,0,0,2,2,0,0,6,10,0,0,1156.57
2018,Trim 4,novembro,22,32042.32,943989,1808,8,0,0,17568,164,28,692,944,0,0,4,4,0,0,0,0,0,0,22197.12
2018,Trim 4,novembro,22,116758.8,944014,8964,0,0,0,45468,225,108,567,729,0,0,0,0,0,0,0,0,0,0,65833.83
2018,Trim 4,novembro,22,21593.52,944096,2096,8,0,0,6312,36,12,120,192,0,4,4,8,0,0,0,0,0,0,13948.56
2018,Trim 4,novembro,22,13714,944249,1608,16,8,8,5392,0,0,32,56,0,0,0,0,0,0,0,0,8,1,9972.96
2018,Trim 4,novembro,22,70071.84,944320,5850,0,0,0,19674,0,0,72,216,0,0,0,18,0,0,0,0,0,0,40050.36
2018,Trim 4,novembro,22,648.48,944336,231,1,1,1,169,,,,,,,,,,,,,0,0,444.89
2018,Trim 4,novembro,22,53052.57,944489,8127,0,0,0,15039,153,45,423,711,0,0,0,0,0,0,0,0,0,0,31769.82
2018,Trim 4,novembro,22,3494.28,944591,1328,0,0,0,5812,0,0,28,60,0,0,0,0,0,0,0,0,0,0,1970.24
2018,Trim 4,novembro,22,89403.75,944758,7182,27,27,27,14553,171,36,405,711,0,27,45,63,0,0,0,0,0,0,57304.26
2018,Trim 4,novembro,22,18464.88,944787,1568,0,0,0,9296,96,8,1328,2144,0,0,0,0,0,0,0,0,0,0,13558.96
2018,Trim 4,novembro,22,63427.05,944907,5967,0,0,0,59103,108,18,2304,3267,0,0,0,0,0,0,0,0,0,0,44367.48
2018,Trim 4,novembro,22,3285.28,944988,1808,0,0,0,10424,28,8,100,140,0,0,0,0,0,0,0,0,0,0,2275.84
2018,Trim 4,novembro,22,7212.16,945074,1568,0,0,0,6992,128,12,740,1912,0,0,0,0,0,0,0,0,0,0,5295.92
2018,Trim 4,novembro,22,3181.67,945092,262,0,0,0,1346,9,5,9,9,0,0,0,0,0,0,0,0,0,0,2055.24
2018,Trim 4,novembro,22,17297.28,945111,1640,0,0,0,8136,68,4,628,760,0,0,0,0,0,0,0,0,0,0,12481.44
2018,Trim 4,novembro,22,7877.52,945197,2816,8,8,8,5304,44,28,156,204,0,0,0,0,0,0,0,0,0,0,4272.48
2018,Trim 4,novembro,22,885.01,945216,247,0,0,0,652,3,0,144,233,0,0,0,0,0,0,0,0,0,0,588.58
2018,Trim 4,novembro,22,40570.74,945234,5220,0,0,0,18756,243,45,639,1008,0,0,0,0,0,0,0,0,0,0,24820.02
2018,Trim 4,novembro,22,84001.59,945270,6669,0,0,0,78867,324,63,1026,2223,0,9,18,27,0,18,18,18,0,0,55865.7
2018,Trim 4,novembro,22,21658.64,945557,1808,0,0,0,11096,224,44,636,900,0,4,4,20,0,0,8,8,0,0,15003.84
2018,Trim 4,novembro,22,35153.46,945625,6237,27,0,0,7290,234,126,1872,2619,0,0,36,45,0,0,45,54,0,0,24116.94
2018,Trim 4,novembro,22,105088.05,945742,6939,0,0,0,66285,180,45,459,774,0,0,9,9,0,0,9,18,0,0,68545.17
2018,Trim 4,novembro,22,8158,946010,2056,0,0,0,11376,44,8,408,824,4,4,4,4,0,0,0,0,0,0,5321.2
2018,Trim 4,novembro,22,84824.01,946287,6534,0,0,0,39231,882,81,4086,6948,0,0,0,9,0,0,0,0,0,0,56963.25
2018,Trim 4,novembro,22,23135.92,946630,2320,0,0,0,8800,176,28,548,708,0,0,0,0,0,0,0,0,0,0,14153.76
2018,Trim 4,novembro,22,3079.12,946695,1224,0,0,0,1348,12,4,36,92,0,0,0,0,0,0,0,0,0,0,1826.08
2018,Trim 4,novembro,22,55533.6,946722,9369,0,0,0,13662,135,27,1062,3267,0,0,9,27,0,0,0,9,0,0,30413.34
2018,Trim 4,novembro,22,95749.29,946999,5697,54,27,54,47088,162,27,711,927,0,0,0,0,0,0,0,0,0,0,68290.56
2018,Trim 4,novembro,22,24748.96,947182,1568,24,0,8,10640,72,52,744,1496,0,0,16,52,0,0,4,12,0,0,18173.36
2018,Trim 4,novembro,22,59014.44,947191,3618,0,0,0,12492,135,36,531,792,0,0,9,9,0,0,0,0,0,0,42915.96
2018,Trim 4,novembro,22,155554.29,947759,5427,0,0,0,102546,369,27,882,1467,0,9,36,36,0,0,0,0,0,0,113120.82
2018,Trim 4,novembro,22,107278.56,948037,6102,27,27,27,52785,198,81,1044,1476,0,0,0,0,0,0,0,0,0,0,74316.69
2018,Trim 4,novembro,22,987.03,948220,275,0,0,0,1870,60,20,243,453,0,0,0,0,0,0,0,0,0,0,621.69
2018,Trim 4,novembro,22,10764.32,948295,2280,0,0,0,5264,20,8,228,280,0,0,0,0,0,0,0,0,0,0,6649.52
2018,Trim 4,novembro,22,36097.38,948344,6804,0,0,0,7290,126,54,288,576,0,0,9,9,0,0,0,0,0,0,23774.85
2018,Trim 4,novembro,22,66957.3,948372,9099,27,27,27,44172,0,0,189,738,0,0,0,9,0,0,0,0,0,0,37388.52
2018,Trim 4,novembro,22,79188.3,948472,9369,81,54,81,30726,180,36,864,1827,0,9,63,144,0,0,0,9,0,0,43367.67
2018,Trim 4,novembro,22,6510.4,948519,2528,0,0,0,25440,36,8,452,1208,0,0,4,8,0,0,0,0,0,0,3786.72
2018,Trim 4,novembro,22,98498.43,948527,8667,27,27,27,28404,171,45,495,792,0,0,9,18,0,0,0,0,0,0,56736.99
2018,Trim 4,novembro,22,56655.54,948545,4860,0,0,0,22464,99,9,270,666,0,18,27,36,0,0,0,0,0,0,36032.94
2018,Trim 4,novembro,22,1311.42,948602,347,0,0,0,834,,,,,,,,,,,,,0,0,718.2
2018,Trim 4,novembro,22,171688.41,948606,5832,0,0,0,35316,432,90,3735,6165,0,9,18,27,0,0,0,0,0,0,121268.88
2018,Trim 4,novembro,22,19051.44,948634,1848,8,8,8,13472,24,4,60,76,0,0,0,0,0,0,0,0,0,0,13070.24
2018,Trim 4,novembro,22,32418.63,948849,6669,27,27,27,17388,648,36,1134,1719,0,18,27,36,0,0,0,0,0,0,21560.31
2018,Trim 4,novembro,22,92224.98,949034,6669,54,27,27,14283,270,45,558,873,0,27,45,54,0,0,9,9,0,0,61334.82
2018,Trim 4,novembro,22,15275.6,949290,1808,0,0,0,8928,208,20,420,548,0,0,0,0,0,0,4,8,0,0,10582.08
2018,Trim 4,novembro,22,98984.16,949410,5535,0,0,0,63558,243,27,1899,4401,0,0,0,0,0,0,0,0,0,0,71425.26
2018,Trim 4,novembro,22,143574.12,949519,8127,0,0,0,20925,117,18,324,756,0,9,18,18,0,0,0,0,0,0,85977.45
2018,Trim 4,novembro,22,15218.72,949607,2280,0,0,0,6280,28,4,152,240,0,0,4,4,0,0,8,8,0,0,9401.2
2018,Trim 4,novembro,22,13650.72,949609,1936,8,8,8,8600,44,4,248,604,0,0,8,8,0,0,0,0,0,0,9167.12
2018,Trim 4,novembro,22,191952.18,949635,8397,0,0,0,101574,108,18,396,756,0,0,0,0,0,0,0,0,0,0,112736.88
2018,Trim 4,novembro,22,81359.1,949691,9369,0,0,0,43686,243,54,2448,4761,0,9,135,216,0,0,27,27,0,0,44556.75
2018,Trim 4,novembro,22,1010.51,949728,252,0,0,0,391,,,,,,,,,,,,,0,0,665.55
2018,Trim 4,novembro,22,103684.59,949847,5697,27,0,27,16416,216,90,2664,4086,0,0,0,0,0,0,0,0,0,0,73950.3
2018,Trim 4,novembro,22,105914.25,949966,6534,54,27,54,60669,261,144,711,1359,0,0,0,0,0,0,0,0,0,0,71126.37
2018,Trim 4,novembro,22,3817.2,950002,1028,0,0,0,1296,32,8,68,140,0,0,0,0,0,0,0,0,0,0,2489.84
2018,Trim 4,novembro,22,114648.48,950092,8262,0,0,0,36666,486,81,2340,4878,0,0,0,0,0,0,0,0,0,0,67991.94
2018,Trim 4,novembro,22,18446,950099,1568,8,8,8,8192,84,8,152,156,0,0,0,0,0,0,0,0,0,0,13545.04
2018,Trim 4,novembro,22,50187.33,950494,5697,0,0,0,33183,369,162,1656,2610,9,9,90,126,0,0,0,0,0,0,35794.71
2018,Trim 4,novembro,22,50540.24,951096,2816,8,0,8,12792,76,32,132,264,0,0,0,0,0,0,0,0,0,0,27411.04
2018,Trim 4,novembro,22,7993.6,951198,1448,8,8,8,4424,16,12,84,444,0,0,4,16,0,0,4,4,0,0,6043.36
2018,Trim 4,novembro,22,41578.2,951225,3798,0,0,0,34020,81,63,333,504,0,0,9,9,0,0,0,0,0,0,29654.46
2018,Trim 4,novembro,22,6119.36,951329,2528,0,0,0,2528,0,0,28,240,0,0,0,0,0,0,0,0,0,0,3559.28
2018,Trim 4,novembro,22,1556.53,951357,191,2,1,2,1744,37,13,154,268,0,0,6,9,0,0,5,6,0,0,1154.12
2018,Trim 4,novembro,22,74139.57,951368,6237,108,27,54,36477,180,45,540,837,0,0,18,27,0,0,0,0,0,0,50863.41
2018,Trim 4,novembro,22,100871.19,951386,8127,27,27,27,47142,342,81,657,1242,0,0,0,0,0,0,0,0,0,0,60405.48
2018,Trim 4,novembro,22,227213.91,951414,9369,27,27,27,59238,324,117,720,1224,9,9,36,63,0,9,18,18,0,0,124434.63
2018,Trim 4,novembro,22,90719.46,951484,7830,0,0,0,43389,117,27,630,1719,9,18,72,153,0,0,0,0,0,0,55499.31
2018,Trim 4,novembro,22,82493.37,951553,7830,54,27,27,36909,207,18,468,918,0,36,36,63,0,0,0,0,0,0,50467.05
2018,Trim 4,novembro,22,102339.45,951565,7560,27,0,27,49761,297,144,549,972,0,0,9,9,0,0,9,18,0,0,63835.83
2018,Trim 4,novembro,22,2042.76,951605,226,2,1,2,1191,14,8,20,74,0,0,0,0,0,0,0,0,0,0,1415.11
2018,Trim 4,novembro,22,112599.18,951721,7074,0,0,0,58860,630,81,1305,2403,0,9,18,18,0,0,0,0,0,0,72734.76
2018,Trim 4,novembro,22,7800.16,951794,1568,8,8,8,2160,76,52,108,200,4,4,4,12,0,0,0,0,0,0,5727.76
2018,Trim 4,novembro,22,2332.61,951841,252,1,1,1,880,0,0,0,19,0,0,0,0,0,0,0,0,1,1,1536.33
2018,Trim 4,novembro,22,48788.46,951843,6102,0,0,0,50139,144,45,315,477,0,0,9,9,0,0,0,0,0,0,33798.06
2018,Trim 4,novembro,22,5238.4,951997,1244,0,0,0,3752,20,4,80,112,0,0,0,0,0,0,0,0,0,0,3076.6
2018,Trim 4,novembro,22,90850.14,952016,7830,54,54,54,51030,387,135,720,1548,0,0,18,36,0,0,0,0,0,0,55579.23
2018,Trim 4,novembro,22,110189.97,952027,8397,54,27,27,44118,153,9,558,945,0,0,9,9,0,0,0,0,0,0,64716.57
2018,Trim 4,novembro,22,3160.2,952048,226,1,1,1,782,25,8,112,226,0,0,0,0,0,0,0,0,1,1,2189.21
2018,Trim 4,novembro,22,18401.36,952064,1808,0,0,0,9848,40,28,292,372,0,0,0,0,0,0,0,0,0,0,12747.44
2018,Trim 4,novembro,22,10208.64,952265,1528,0,0,0,7192,80,4,892,1860,0,0,0,4,0,0,0,0,0,0,7569.44
2018,Trim 4,novembro,22,59571.18,952322,7425,0,0,0,60669,0,0,45,180,0,0,0,0,0,0,0,0,0,0,37521.09
2018,Trim 4,novembro,22,55587.87,952486,9369,0,0,0,8181,108,18,387,783,0,0,0,0,0,0,0,0,0,0,30443.04
2018,Trim 4,novembro,22,8900.88,952560,1408,4,4,4,4072,4,0,20,44,0,0,0,0,0,0,0,0,0,0,4827.52
2018,Trim 4,novembro,22,3790,952809,2200,0,0,0,2160,72,44,120,236,8,8,12,20,0,0,0,0,0,0,2387.12
2018,Trim 4,novembro,22,103105.44,952818,9369,0,0,0,32751,144,27,504,918,0,0,9,36,0,0,0,0,0,0,56466.18
2018,Trim 4,novembro,22,22120.08,952848,1568,8,0,8,13088,176,12,1140,1696,0,0,0,0,0,0,0,0,0,0,16242.96
2018,Trim 4,novembro,22,1748.69,952941,347,0,0,0,560,3,0,3,3,0,0,0,0,0,0,0,0,0,0,957.67
2018,Trim 4,novembro,22,179461.98,953029,5832,0,0,0,68634,261,99,585,1359,0,0,0,0,0,0,0,0,0,0,126759.6
2018,Trim 4,novembro,22,47140.11,953158,6102,0,0,0,24516,504,81,1359,1782,9,18,27,27,0,0,0,0,0,0,32655.96
2018,Trim 4,novembro,22,220396.95,953186,5697,54,27,54,196317,306,90,981,1521,0,0,0,0,0,0,0,0,0,0,157192.38
2018,Trim 4,novembro,22,1397.45,953316,231,0,0,0,527,10,9,14,14,0,0,0,0,0,0,0,0,0,0,958.72
2018,Trim 4,novembro,22,96678.9,953486,6102,0,0,0,19710,315,117,738,1728,0,9,45,108,0,9,18,18,0,0,66973.77
2018,Trim 4,novembro,22,125570.52,953499,8127,0,0,0,45495,171,36,531,1062,0,0,9,27,0,0,0,0,0,0,75196.08
2018,Trim 4,novembro,22,85791.42,953634,6102,27,27,27,60669,99,27,873,1611,0,0,0,0,0,0,0,0,0,0,59431.59
2018,Trim 4,novembro,22,45340.83,953741,6237,54,27,27,53406,90,9,261,549,0,9,27,36,0,0,0,0,0,0,31106.16
2018,Trim 4,novembro,22,138937.14,953850,8127,54,0,54,22734,333,135,639,1188,9,9,18,81,0,18,27,27,0,0,83200.77
2018,Trim 4,novembro,22,232097.94,954028,5157,27,0,0,94662,279,36,2124,5013,0,0,18,27,0,0,0,18,0,0,172095.03
2018,Trim 4,novembro,22,82472.04,954075,8964,54,0,27,31023,153,36,450,873,0,0,9,9,0,0,0,0,0,0,46501.29
2018,Trim 4,novembro,22,52256.61,954099,5697,54,27,54,25974,171,45,324,603,0,0,9,9,0,0,0,0,0,0,37270.53
2018,Trim 4,novembro,22,117923.85,954106,7290,0,0,0,30348,234,54,1242,2232,0,18,27,36,0,0,0,0,0,0,74999.52
2018,Trim 4,novembro,22,2108.17,954123,337,0,0,0,2092,1,0,53,263,0,0,0,0,0,0,0,2,1,1,1177.19
2018,Trim 4,novembro,22,106819.29,954236,9099,0,0,0,45711,243,99,702,1197,0,0,0,0,0,0,0,0,0,0,59647.32
2018,Trim 4,novembro,22,115830.54,954240,5157,54,27,54,66798,297,18,1152,2916,0,0,9,27,0,0,0,0,0,0,85885.38
2018,Trim 4,novembro,22,1159.65,954280,306,1,1,1,652,,,,,,,,,,,,,1,1,687.73
2018,Trim 4,novembro,22,97304.76,954358,7560,0,0,0,38961,297,27,675,1035,0,0,9,18,0,0,0,0,0,0,60695.46
2018,Trim 4,novembro,22,27702.32,954362,2816,8,8,8,11688,36,8,148,216,0,0,0,0,0,0,0,0,0,0,15024.64
2018,Trim 4,novembro,22,739.64,954422,337,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.01
2018,Trim 4,novembro,22,21590.28,954438,6246,18,18,18,5886,108,27,252,351,0,0,9,9,0,0,0,0,0,0,11824.02
2018,Trim 4,novembro,22,26276.24,954487,2320,16,8,16,10288,276,32,1124,1928,0,0,4,4,0,0,0,0,0,0,16074.96
2018,Trim 4,novembro,22,605.48,954535,252,0,0,0,225,8,1,95,240,0,0,8,13,0,0,0,1,0,0,398.79
2018,Trim 4,novembro,22,4952.8,954782,2448,0,0,0,2160,8,4,164,736,0,0,0,4,0,0,0,0,0,0,2937.28
2018,Trim 4,novembro,22,1947.81,954805,321,0,0,0,607,38,11,97,287,0,0,0,0,0,0,0,0,0,0,1121.98
2018,Trim 4,novembro,22,63876.33,954841,6102,54,54,54,48114,207,45,549,1530,0,0,0,0,0,0,0,0,0,0,44250.03
2018,Trim 4,novembro,22,122597.28,954987,7290,54,27,54,56160,261,135,504,945,0,9,18,18,0,0,0,0,0,0,77971.95
2018,Trim 4,novembro,22,39411.9,955127,6534,27,0,27,24273,171,36,1431,3501,0,0,0,0,0,0,0,0,0,0,26467.02
2018,Trim 4,novembro,22,126966.42,955148,8532,54,27,54,55323,117,27,648,1062,0,0,18,27,0,0,0,0,0,0,73849.05
2018,Trim 4,novembro,22,173566.26,955150,8127,0,0,0,16929,414,72,1971,3987,0,0,0,0,0,0,0,0,0,0,103937.85
2018,Trim 4,novembro,22,5964.64,955164,1140,4,0,4,1080,,,,,,,,,,,,,0,0,3684.6
2018,Trim 4,novembro,22,9932.96,955179,2488,0,0,0,7272,44,16,128,204,0,0,0,0,0,0,0,0,0,0,5833.76
2018,Trim 4,novembro,22,7536.8,955549,884,0,0,0,7080,24,24,24,44,0,0,0,0,0,0,0,0,4,1,5272.04
2018,Trim 4,novembro,22,56495.7,955907,5976,0,0,0,17226,153,0,342,432,0,0,0,0,0,0,9,9,0,0,31854.78
2018,Trim 4,novembro,22,112596.48,955913,9369,0,0,0,59454,189,36,630,1224,0,0,0,0,0,0,0,0,0,0,61663.68
2018,Trim 4,novembro,22,69695.37,956087,8964,0,0,0,29133,342,117,612,1179,0,0,0,0,0,0,9,9,0,0,39297.42
2018,Trim 4,novembro,22,8793.52,956312,1388,8,4,8,3448,24,4,84,124,0,0,0,0,0,0,0,0,0,0,4815.84
2018,Trim 4,novembro,22,347473.8,956316,9369,0,0,0,143748,153,18,621,1989,0,0,36,63,0,0,0,0,0,0,190295.46
2018,Trim 4,novembro,22,16241.68,956489,1688,0,0,0,7568,104,24,164,236,0,4,8,8,0,0,0,0,0,0,11584
2018,Trim 4,novembro,22,2373.29,956546,270,0,0,0,902,37,8,232,269,0,0,0,0,0,0,0,0,0,0,1509.42
2018,Trim 4,novembro,22,16359.12,956615,2160,8,8,8,6984,280,36,1220,1816,0,0,0,0,0,0,4,4,0,0,10404.4
2018,Trim 4,novembro,22,5539.67,956785,311,1,1,1,1151,19,11,21,21,2,3,3,3,0,0,0,0,1,1,3253.55
2018,Trim 4,novembro,22,68839.2,956850,6669,54,0,0,20277,243,108,495,900,0,0,0,0,0,0,0,0,0,0,45782.01
2018,Trim 4,novembro,22,38929.2,956851,2568,16,8,16,14248,52,40,72,172,0,0,0,8,0,0,0,0,0,0,22424
2018,Trim 4,novembro,22,2193.88,957017,306,0,0,0,876,15,8,45,195,0,0,0,3,0,0,0,0,0,0,1301.08
2018,Trim 4,novembro,22,58459.86,957165,5697,0,0,0,11583,378,108,1404,1836,0,0,0,0,0,0,0,0,0,0,41695.02
2018,Trim 4,novembro,22,3963.36,957185,2488,0,0,0,8360,16,4,40,128,0,0,0,0,0,4,4,4,0,0,2327.76
2018,Trim 4,novembro,22,123045.48,957400,6669,0,0,0,51003,144,18,486,1035,9,9,9,54,0,0,0,0,0,0,81832.14
2018,Trim 4,novembro,22,12554.08,957645,2128,8,0,8,6408,28,8,156,244,0,0,0,4,0,0,0,0,0,0,8046.64
2018,Trim 4,novembro,22,70505.37,957741,8397,0,0,0,27297,72,9,1305,3204,0,0,0,0,0,9,27,27,0,0,41409.09
2018,Trim 4,novembro,22,2115.79,958150,196,1,1,1,1067,36,2,132,319,0,0,2,9,0,0,0,0,0,0,1553.64
2018,Trim 4,novembro,22,79955.37,958229,7830,27,0,0,44226,324,108,558,945,0,0,9,45,0,9,9,9,0,0,48914.28
2018,Trim 4,novembro,22,243731.16,958363,8397,0,0,0,106947,324,27,765,1467,0,0,18,18,0,0,0,0,0,0,143147.52
2018,Trim 4,novembro,22,4682.16,958508,1936,0,0,0,13944,84,44,268,636,0,4,24,64,0,4,4,12,0,0,3144.24
2018,Trim 4,novembro,22,5612.24,958677,1528,0,0,0,10168,276,52,992,1276,0,0,0,0,0,0,0,0,0,0,4161.36
2018,Trim 4,novembro,22,89677.53,958719,7695,27,27,27,35316,315,27,738,1008,0,0,9,9,0,0,0,0,0,0,55397.25
2018,Trim 4,novembro,22,838.22,958989,252,0,0,0,270,10,0,115,194,0,0,0,0,0,0,0,1,0,0,552.08
2018,Trim 4,novembro,22,821.58,959125,270,0,0,0,1110,5,1,51,70,0,0,4,4,0,0,0,1,0,0,522.53
2018,Trim 4,novembro,22,40033.8,959213,3618,18,18,18,31554,54,18,315,459,0,0,9,18,0,0,9,18,0,0,29113.02
2018,Trim 4,novembro,22,4362.96,959280,2280,0,0,0,5160,16,4,108,228,0,0,0,0,0,0,0,0,0,0,2695.2
2018,Trim 4,novembro,22,161813.7,959406,5967,54,27,27,27648,261,90,972,1926,9,18,45,117,0,0,0,0,0,0,113189.4
2018,Trim 4,novembro,22,1705.56,959792,1028,0,0,0,4144,8,4,28,68,0,0,0,0,0,0,0,0,0,0,1112.48
2018,Trim 4,novembro,22,286393.59,959910,7830,0,0,0,138429,261,90,603,1305,0,0,0,0,0,0,0,0,0,0,175206.51
2018,Trim 4,novembro,22,24019.52,959971,2160,8,8,8,10008,96,40,180,296,0,0,4,4,0,0,0,0,0,0,15276.4
2018,Trim 4,novembro,22,3199.12,960041,1728,0,0,0,4944,72,48,380,716,0,0,4,12,0,0,4,4,0,0,2259.6
2018,Trim 4,novembro,22,14445.36,960097,2320,8,8,8,5400,28,8,88,132,0,0,0,0,0,0,0,0,0,0,8837.2
2018,Trim 4,novembro,22,22753.92,960361,2408,0,0,0,10784,92,24,196,308,0,0,0,0,0,0,0,0,0,0,13625.92
2018,Trim 4,novembro,22,36581.22,960467,5220,0,0,0,20484,189,54,495,837,0,9,9,9,0,0,9,9,0,0,22379.22
2018,Trim 4,novembro,22,24791.67,960537,2358,9,0,9,8802,,,,,,,,,,,,,0,0,16014.42
2018,Trim 4,novembro,22,88437.15,960592,7830,27,27,27,21951,360,81,585,1269,0,0,9,9,0,0,0,0,0,0,54103.14
2018,Trim 4,novembro,22,13133.28,960707,2848,8,8,8,13720,52,16,108,144,0,4,8,8,0,0,0,0,0,0,7067.84
2018,Trim 4,novembro,22,36265.59,960834,6237,27,27,27,46629,72,27,171,441,0,0,9,18,0,0,0,0,0,0,24879.96
2018,Trim 4,novembro,22,124402.77,960869,5832,0,0,0,51003,189,72,1782,3249,0,0,36,45,0,0,0,0,0,0,87869.61
2018,Trim 4,novembro,22,86404.59,960877,8532,0,0,0,39096,540,99,2268,5400,0,9,27,45,0,0,0,0,0,0,50256.45
2018,Trim 4,novembro,22,72899.19,960990,6939,0,0,0,47331,270,126,477,1152,0,0,0,0,0,0,0,0,27,1,47549.43
2018,Trim 4,novembro,22,103037.67,961095,7830,0,0,0,51462,279,90,720,1404,0,0,0,0,0,0,0,0,0,0,63035.28
2018,Trim 4,novembro,22,124603.11,961270,5157,54,27,27,52245,162,9,1341,3132,0,9,9,54,0,0,0,9,0,0,92389.95
2018,Trim 4,novembro,22,70748.28,961281,4716,18,18,18,31644,243,45,990,1647,0,0,0,0,0,0,0,0,0,0,45700.56
2018,Trim 4,novembro,22,14092.8,961291,1808,0,0,0,12200,48,12,120,200,0,0,0,0,0,0,0,0,0,0,9762.72
2018,Trim 4,novembro,22,119558.43,961404,8532,0,0,0,53001,171,27,495,837,0,0,0,0,0,0,0,0,0,0,69540.12
